Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,salary,Company,State
Data Scientist,$51K-$85K (Glassdoor est.),"Hewlett Packard Enterprise
3.8","Roseville, CA",10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,51-85 ,"Hewlett Packard Enterprise
", CA
Data Scientist,$51K-$85K (Glassdoor est.),"Realty Income Corporation
4.6","San Diego, CA",51 to 200 Employees,1969,Company - Public,Real Estate,51-85 ,"Realty Income Corporation
", CA
Data Scientist,$51K-$85K (Glassdoor est.),"ZipRecruiter
3.4","Santa Monica, CA",1001 to 5000 Employees,2010,Company - Private,Staffing & Outsourcing,51-85 ,"ZipRecruiter
", CA
Data Scientist,$51K-$85K (Glassdoor est.),"iManage
4.1","Chicago, IL",501 to 1000 Employees,2015,Company - Private,Computer Hardware & Software,51-85 ,"iManage
", IL
Data Scientist,$51K-$85K (Glassdoor est.),"Aviana Global Technologies Inc.
4.2","Brea, CA",1 to 50 Employees,1994,Company - Private,IT Services,51-85 ,"Aviana Global Technologies Inc.
", CA
Data Scientist BSLEF8,$51K-$85K (Glassdoor est.),"E3 Federal Solutions, LLC
4.4","Alexandria, VA",501 to 1000 Employees,2004,Company - Private,Consulting,51-85 ,"E3 Federal Solutions, LLC
", VA
Data Scientist,$51K-$85K (Glassdoor est.),"Klaviyo
4.8","Boston, MA",201 to 500 Employees,2012,Company - Private,Computer Hardware & Software,51-85 ,"Klaviyo
", MA
Data Scientist,$51K-$85K (Glassdoor est.),"Thomas Publishing Company, LLC
3.4","New York, NY",201 to 500 Employees,1898,Company - Private,Advertising & Marketing,51-85 ,"Thomas Publishing Company, LLC
", NY
Data Scientist,$51K-$85K (Glassdoor est.),"Cloudflare, Inc.
3.7","Austin, TX",1001 to 5000 Employees,2010,Company - Public,Internet,51-85 ,"Cloudflare, Inc.
", TX
Data Scientist,$51K-$85K (Glassdoor est.),"Farmers Business Network Inc.
3.6","San Carlos, CA",201 to 500 Employees,2014,Company - Private,Farm Support Services,51-85 ,"Farmers Business Network Inc.
", CA
Data Scientist,$51K-$85K (Glassdoor est.),"QVine
3.7","Washington, DC",51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,51-85 ,"QVine
", DC
Business Intelligence Analyst,$51K-$85K (Glassdoor est.),"Rodan & Fields, LLC
2.3","San Francisco, CA",501 to 1000 Employees,2002,Company - Private,Beauty & Personal Accessories Stores,51-85 ,"Rodan & Fields, LLC
", CA
Data Scientist,$51K-$85K (Glassdoor est.),"Sharpedge Solutions Inc
4.7","Seattle, WA",Unknown,-1,Company - Private,Publishing,51-85 ,"Sharpedge Solutions Inc
", WA
Data Scientist,$51K-$85K (Glassdoor est.),"Royce Geospatial Consultants Inc
5.0","Springfield, VA",51 to 200 Employees,2014,Company - Private,Aerospace & Defense,51-85 ,"Royce Geospatial Consultants Inc
", VA
Data Scientist,$51K-$85K (Glassdoor est.),"Conch Technologies Inc.
4.6","Boston, MA",51 to 200 Employees,-1,Company - Private,Consulting,51-85 ,"Conch Technologies Inc.
", MA
Data Scientist,$51K-$85K (Glassdoor est.),"Johns Hopkins University Applied Physics Laboratory
4.6","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,51-85 ,"Johns Hopkins University Applied Physics Laboratory
", MD
Data Scientist,$51K-$85K (Glassdoor est.),"XPO Logistics, Inc.
3.7","High Point, NC",10000+ Employees,2011,Company - Public,Transportation Management,51-85 ,"XPO Logistics, Inc.
", NC
Data Scientist,$51K-$85K (Glassdoor est.),"Apex Systems, Inc.
3.9","Richmond, VA",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,51-85 ,"Apex Systems, Inc.
", VA
Data Scientist,$51K-$85K (Glassdoor est.),"Aireon LLC
4.7","McLean, VA",51 to 200 Employees,2011,Company - Private,Aerospace & Defense,51-85 ,"Aireon LLC
", VA
Data Scientist,$59K-$101K (Glassdoor est.),"The CARIAN Group Inc
4.2","New York, NY",1 to 50 Employees,-1,Company - Private,Consulting,59-101 ,"The CARIAN Group Inc
", NY
Data Scientist,$59K-$101K (Glassdoor est.),"AE Strategies
4.8","Washington, DC",1 to 50 Employees,2003,Company - Private,Consulting,59-101 ,"AE Strategies
", DC
Data Scientist,$59K-$101K (Glassdoor est.),"Federal Agricultural Mortgage Corporation
4.7","Washington, DC",51 to 200 Employees,-1,Company - Public,Lending,59-101 ,"Federal Agricultural Mortgage Corporation
", DC
Data Scientist,$59K-$101K (Glassdoor est.),"Collabera Inc.
4.1","Palo Alto, CA",10000+ Employees,1991,Company - Private,IT Services,59-101 ,"Collabera Inc.
", CA
Statistical Scientist,$59K-$101K (Glassdoor est.),"Exponent, Inc.
3.5","Menlo Park, CA",1001 to 5000 Employees,1967,Company - Public,Consulting,59-101 ,"Exponent, Inc.
", CA
Data Scientist,$59K-$101K (Glassdoor est.),Stride Search LLC,"San Francisco, CA",1 to 50 Employees,-1,Company - Private,-1,59-101 ,Stride Search LLC, CA
Machine Learning Scientist – Data Team,$59K-$101K (Glassdoor est.),Dyno Therapeutics Inc.,"Cambridge, MA",1 to 50 Employees,-1,Company - Public,-1,59-101 ,Dyno Therapeutics Inc., MA
Business Intelligence Analyst,$59K-$101K (Glassdoor est.),"Desert Financial Federal Credit Union
3.2","Phoenix, AZ",1001 to 5000 Employees,1939,Company - Public,Banks & Credit Unions,59-101 ,"Desert Financial Federal Credit Union
", AZ
Data Scientist,$59K-$101K (Glassdoor est.),"Intellipro Group, Inc.
4.1","Santa Clara, CA",201 to 500 Employees,-1,Company - Private,-1,59-101 ,"Intellipro Group, Inc.
", CA
Sr. Data Analyst - Supply Chain Management,$59K-$101K (Glassdoor est.),"Sonoco Products Company
4.0","Hartsville, SC",10000+ Employees,1899,Company - Public,Industrial Manufacturing,59-101 ,"Sonoco Products Company
", SC
Data Scientist,$59K-$101K (Glassdoor est.),"Farm Credit Services of Mid-America, ACA
3.6","Louisville, KY",1001 to 5000 Employees,1985,Company - Private,Lending,59-101 ,"Farm Credit Services of Mid-America, ACA
", KY
Data Scientist,$59K-$101K (Glassdoor est.),"IMG Systems Inc.
2.7","Plano, TX",1 to 50 Employees,-1,Company - Private,Consulting,59-101 ,"IMG Systems Inc.
", TX
Data Scientist,$59K-$101K (Glassdoor est.),"Apex Systems, Inc.
3.9","Richmond, VA",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,59-101 ,"Apex Systems, Inc.
", VA
Data Architect,$59K-$101K (Glassdoor est.),"LSQ Funding
4.3","Orlando, FL",51 to 200 Employees,1996,Company - Private,Investment Banking & Asset Management,59-101 ,"LSQ Funding
", FL
Data Scientist,$59K-$101K (Glassdoor est.),"Amida Technology Solutions
2.5","Washington, DC",1 to 50 Employees,2013,Company - Private,IT Services,59-101 ,"Amida Technology Solutions
", DC
Data Scientist,$59K-$101K (Glassdoor est.),"Kairos Technologies Inc.
4.0","Keene, NH",51 to 200 Employees,2003,Company - Private,IT Services,59-101 ,"Kairos Technologies Inc.
", NH
Data Scientist,$59K-$101K (Glassdoor est.),"Ascension Information Services
3.3","Austin, TX",10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,59-101 ,"Ascension Information Services
", TX
Data Scientist,$59K-$101K (Glassdoor est.),Linksbridge,"Seattle, WA",Unknown,-1,Company - Private,-1,59-101 ,Linksbridge, WA
Business Data Analyst,$59K-$101K (Glassdoor est.),"National Education Partners
4.4",United States,201 to 500 Employees,2019,Company - Private,Colleges & Universities,59-101 ,"National Education Partners
",United States
Senior Data Engineer,$59K-$101K (Glassdoor est.),"ZestFinance Inc.
3.7","Burbank, CA",51 to 200 Employees,2009,Company - Private,Financial Analytics & Research,59-101 ,"ZestFinance Inc.
", CA
"Data Engineer / Software Engineer (Data Systems, Spark, Hadoop, Coding and Architecture)",$59K-$101K (Glassdoor est.),"Amobee
3.7","Baltimore, MD",501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,59-101 ,"Amobee
", MD
Water Utility Data Scientist (46.20),$59K-$101K (Glassdoor est.),"Golden State Water Company
3.7","San Dimas, CA",501 to 1000 Employees,1929,Subsidiary or Business Segment,Utilities,59-101 ,"Golden State Water Company
", CA
Machine Learning Engineer,$59K-$101K (Glassdoor est.),"Expedition Technology, Inc.
5.0","Herndon, VA",1 to 50 Employees,2013,Company - Private,Aerospace & Defense,59-101 ,"Expedition Technology, Inc.
", VA
Data Scientist,$59K-$101K (Glassdoor est.),"Citrine Informatics
4.6","Redwood City, CA",51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,59-101 ,"Citrine Informatics
", CA
Data Engineer,$59K-$101K (Glassdoor est.),"Maxar Technologies Ltd.
3.4","McLean, VA",5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,59-101 ,"Maxar Technologies Ltd.
", VA
Data Scientist,$59K-$101K (Glassdoor est.),"Tek Leaders, Inc.
3.3","Rockville, MD",501 to 1000 Employees,2016,Company - Private,IT Services,59-101 ,"Tek Leaders, Inc.
", MD
Data Scientist,$59K-$101K (Glassdoor est.),"Softcom Systems, Inc.
4.4","Auburn Hills, MI",1 to 50 Employees,-1,Company - Private,IT Services,59-101 ,"Softcom Systems, Inc.
", MI
Data Scientist,$59K-$101K (Glassdoor est.),"Infinite Computing Systems Inc.
3.4","McLean, VA",201 to 500 Employees,1997,Company - Private,Enterprise Software & Network Solutions,59-101 ,"Infinite Computing Systems Inc.
", VA
Senior NLP Scientist (Open to Remote),$59K-$101K (Glassdoor est.),"KSM Consulting
4.4","Indianapolis, IN",201 to 500 Employees,2008,Company - Private,Consulting,59-101 ,"KSM Consulting
", IN
Data Scientist,$59K-$101K (Glassdoor est.),"CICONIX, LLC
4.0","Wright Patterson AFB, OH",1 to 50 Employees,-1,Company - Private,Federal Agencies,59-101 ,"CICONIX, LLC
", OH
Data Scientist,$84K-$129K (Glassdoor est.),"Lorven Technologies Inc
4.0","New York, NY",1 to 50 Employees,-1,Company - Private,Accounting,84-129 ,"Lorven Technologies Inc
", NY
Data Scientist,$84K-$129K (Glassdoor est.),"Valiant Integrated Services
2.9","McLean, VA",501 to 1000 Employees,-1,Company - Private,Aerospace & Defense,84-129 ,"Valiant Integrated Services
", VA
Data Scientist,$84K-$129K (Glassdoor est.),B4Corp,"Reston, VA",51 to 200 Employees,-1,Company - Private,IT Services,84-129 ,B4Corp, VA
Data Scientist,$84K-$129K (Glassdoor est.),"eGlobalTech
3.7","Arlington, VA",201 to 500 Employees,2004,Company - Private,IT Services,84-129 ,"eGlobalTech
", VA
Data Scientist,$84K-$129K (Glassdoor est.),"Smart Synergies
3.1","Chicago, IL",1 to 50 Employees,-1,Company - Private,Consulting,84-129 ,"Smart Synergies
", IL
Data Scientist,$84K-$129K (Glassdoor est.),"Trexquant Investment LP
4.0",United States,1 to 50 Employees,2012,Company - Private,Investment Banking & Asset Management,84-129 ,"Trexquant Investment LP
",United States
Machine Learning Engineer,$84K-$129K (Glassdoor est.),"Liftoff, Inc.
4.7","Redwood City, CA",201 to 500 Employees,2012,Company - Private,Advertising & Marketing,84-129 ,"Liftoff, Inc.
", CA
Data Scientist,$84K-$129K (Glassdoor est.),"Coverent LLC
4.1","McLean, VA",51 to 200 Employees,2008,Company - Private,Consulting,84-129 ,"Coverent LLC
", VA
Data Scientist,$84K-$129K (Glassdoor est.),"Jabil Circuit, Inc.
3.8","San Jose, CA",10000+ Employees,1966,Company - Public,Electrical & Electronic Manufacturing,84-129 ,"Jabil Circuit, Inc.
", CA
Machine Learning Engineer,$84K-$129K (Glassdoor est.),"Sisu Data Inc
4.0","San Francisco, CA",1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,84-129 ,"Sisu Data Inc
", CA
Data Scientist,$84K-$129K (Glassdoor est.),"SAP Aktiengesellschaft
4.6","Palo Alto, CA",10000+ Employees,1972,Company - Public,Computer Hardware & Software,84-129 ,"SAP Aktiengesellschaft
", CA
Machine Learning Engineer,$84K-$129K (Glassdoor est.),"Burst Inc.
3.0","Boston, MA",1 to 50 Employees,-1,Company - Private,-1,84-129 ,"Burst Inc.
", MA
Data Scientist,$84K-$129K (Glassdoor est.),"Federal Data Systems, Inc.
3.1","Arlington, VA",1 to 50 Employees,-1,Contract,IT Services,84-129 ,"Federal Data Systems, Inc.
", VA
Data Scientist,$84K-$129K (Glassdoor est.),"Alaka`ina Foundation
3.6","San Antonio, TX",501 to 1000 Employees,-1,Government,-1,84-129 ,"Alaka`ina Foundation
", TX
"Data Science Engineering, Machine Learning",$84K-$129K (Glassdoor est.),"MuleSoft, Inc.
4.4","Palo Alto, CA",1001 to 5000 Employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,84-129 ,"MuleSoft, Inc.
", CA
Data Scientist,$84K-$129K (Glassdoor est.),"1901 Group
3.4","Arlington, VA",51 to 200 Employees,2009,Company - Private,IT Services,84-129 ,"1901 Group
", VA
